"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Mitochondrion Organization (GO:0010822)","2/58",0.151592845602482,0.249778997632274,0,0,2.98214285714286,5.62598248060179,"PLAUR;TREM2"
"Regulation Of Protein Ubiquitination (GO:0031396)","3/113",0.151923628284336,0.249872586105166,0,0,2.28069632495164,4.29769245112897,"LAPTM5;TNFAIP3;ARRB2"
"Positive Regulation Of Cellular Component Organization (GO:0051130)","3/113",0.151923628284336,0.249872586105166,0,0,2.28069632495164,4.29769245112897,"SYK;CLEC7A;TREM2"
"Regulation Of Macrophage Differentiation (GO:0045649)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"C1QC"
"Aminoglycan Catabolic Process (GO:0006026)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"GNS"
"Cardiac Cell Development (GO:0055006)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"SLC8A1"
"Regulation Of Sensory Perception Of Pain (GO:0051930)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"CCL3"
"Copper Ion Homeostasis (GO:0055070)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"PRNP"
"Response To Muscle Stretch (GO:0035994)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"SLC8A1"
"Smooth Muscle Contraction (GO:0006939)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"SLC8A1"
"Mammary Gland Epithelium Development (GO:0061180)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"CSF1R"
"Membrane Raft Organization (GO:0031579)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"PPT1"
"Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"SPRED1"
"Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"AIF1"
"Positive Regulation Of Acute Inflammatory Response (GO:0002675)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"OSM"
"Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"CD74"
"Positive Regulation Of Transporter Activity (GO:0032411)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"SGK1"
"Protein Localization To Vacuole (GO:0072665)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"MFSD1"
"Regulation Of ATP Biosynthetic Process (GO:2001169)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"TREM2"
"Regulation Of Bone Remodeling (GO:0046850)","1/14",0.154353264205795,0.250035838287185,0,0,6.40993184031159,11.9770305897995,"CSF1R"
"Regulation Of miRNA Transcription (GO:1902893)","2/59",0.155746462858428,0.251399600224578,0,0,2.92967588462682,5.44780798670961,"SPI1;LILRB4"
"Glucose Metabolic Process (GO:0006006)","2/59",0.155746462858428,0.251399600224578,0,0,2.92967588462682,5.44780798670961,"HK3;FBP1"
"Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)","2/59",0.155746462858428,0.251399600224578,0,0,2.92967588462682,5.44780798670961,"PTGER4;TREM2"
"Phospholipid Transport (GO:0015914)","2/59",0.155746462858428,0.251399600224578,0,0,2.92967588462682,5.44780798670961,"NPC2;PLTP"
"Response To Retinoic Acid (GO:0032526)","2/60",0.159921689044884,0.257455570006944,0,0,2.87901811805961,5.27744469852201,"LYN;CTSH"
"Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)","2/60",0.159921689044884,0.257455570006944,0,0,2.87901811805961,5.27744469852201,"CD84;PECAM1"
"Negative Regulation Of Peptidase Activity (GO:0010466)","2/60",0.159921689044884,0.257455570006944,0,0,2.87901811805961,5.27744469852201,"SERPINA1;CTSB"
"Regulation Of Autophagy (GO:0010506)","5/241",0.160842442719739,0.258709537496301,0,0,1.77547828617153,3.24438475407512,"CTSA;IL10RA;PSAP;ATP6V1B2;TREM2"
"Cellular Response To Oxidative Stress (GO:0034599)","3/117",0.163321250454323,0.259212147533315,0,0,2.20022396416573,3.98688537456895,"NCF1;HMOX1;AIF1"
"Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)","3/117",0.163321250454323,0.259212147533315,0,0,2.20022396416573,3.98688537456895,"CSF1R;ADAM8;TLR4"
"Positive Regulation Of Organelle Assembly (GO:1902117)","2/61",0.164117428402991,0.259212147533315,0,0,2.83007756391841,5.11443998934044,"CAPG;LCP1"
"Regulation Of Clathrin-Dependent Endocytosis (GO:2000369)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"BMP2K"
"Regulation Of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032645)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"CD84"
"Regulation Of Hormone Secretion (GO:0046883)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"OSM"
"T Cell Homeostasis (GO:0043029)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"NCKAP1L"
"Regulation Of Interleukin-13 Production (GO:0032656)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"LGALS9"
"Branched-Chain Amino Acid Metabolic Process (GO:0009081)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"BCAT1"
"Dendritic Spine Morphogenesis (GO:0060997)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"DOCK10"
"Epiboly Involved In Wound Healing (GO:0090505)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"LCP1"
"Stem Cell Development (GO:0048864)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"PTPRC"
"Glutamine Family Amino Acid Catabolic Process (GO:0009065)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"GLUL"
"Glycosaminoglycan Catabolic Process (GO:0006027)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"GNS"
"High-Density Lipoprotein Particle Remodeling (GO:0034375)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"PLTP"
"Intracellular Sterol Transport (GO:0032366)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"NPC2"
"Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"SPRED1"
"Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"SAMHD1"
"Phagosome Maturation (GO:0090382)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"SLAMF8"
"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"SPRED1"
"Protein Localization To Chromosome, Telomeric Region (GO:0070198)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"TPP1"
"Protein Localization To Microtubule Organizing Center (GO:1905508)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"SNX10"
"Regulation Of Amyloid Fibril Formation (GO:1905906)","1/15",0.164423494899147,0.259212147533315,0,0,5.95177817962628,10.7448040319497,"TREM2"
"Glycerophospholipid Metabolic Process (GO:0006650)","2/62",0.168332607942098,0.264916891187565,0,0,2.78276836158192,4.95837408833111,"CSF1R;PLEK"
"Negative Regulation Of Kinase Activity (GO:0033673)","2/62",0.168332607942098,0.264916891187565,0,0,2.78276836158192,4.95837408833111,"SPRED1;PTPRC"
"Phosphatidylinositol Metabolic Process (GO:0046488)","2/63",0.17256617715648,0.267726204268318,0,0,2.73701028063351,4.80885721563907,"CSF1R;PLEK"
"Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)","2/63",0.17256617715648,0.267726204268318,0,0,2.73701028063351,4.80885721563907,"AIF1;TNFSF13B"
"Regulation Of Fibrinolysis (GO:0051917)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"PLAUR"
"Antifungal Innate Immune Response (GO:0061760)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"CLEC7A"
"Regulation Of Natural Killer Cell Activation (GO:0032814)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"TYROBP"
"Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"SLC8A1"
"Regulation Of Secretion (GO:0051046)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"SGK1"
"Regulation Of Stem Cell Proliferation (GO:0072091)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"PTPRC"
"Regulation Of Steroid Biosynthetic Process (GO:0050810)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"ASAH1"
"Cellular Response To Fatty Acid (GO:0071398)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"LCP1"
"Regulation Of Transforming Growth Factor Beta Production (GO:0071634)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"LGALS9"
"Dicarboxylic Acid Catabolic Process (GO:0043649)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"GLUL"
"Glycoprotein Catabolic Process (GO:0006516)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"CTSL"
"Innate Immune Response-Activating Signaling Pathway (GO:0002758)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"NAIP"
"Intracellular Cholesterol Transport (GO:0032367)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"NPC2"
"Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"SLC8A1"
"Negative Regulation Of Amyloid-Beta Formation (GO:1902430)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"PRNP"
"Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"LILRB4"
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"CD74"
"Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"LGALS9"
"Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"TNFAIP3"
"Neuron Projection Organization (GO:0106027)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"PRNP"
"Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"HMOX1"
"Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"PLAUR"
"Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"AIF1"
"Positive Regulation Of Stem Cell Proliferation (GO:2000648)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"PTPRC"
"Protein Kinase A Signaling (GO:0010737)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"LCP1"
"Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"HMOX1"
"Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)","1/16",0.174374304095812,0.267726204268318,0,0,5.55471167369902,9.70158787977206,"SLC8A1"
"Cellular Response To Virus (GO:0098586)","2/64",0.176817107550567,0.271020507707759,0,0,2.69272826681247,4.66552701128068,"IFNGR1;LGALS9"
"Positive Regulation Of Type I Interferon Production (GO:0032481)","2/64",0.176817107550567,0.271020507707759,0,0,2.69272826681247,4.66552701128068,"CD14;TLR4"
"Regulation Of Protein Catabolic Process (GO:0042176)","3/122",0.177912669471409,0.272242205634103,0,0,2.10724119435008,3.63807283734877,"CTSA;TNFAIP3;TNFSF13B"
"Fatty Acid Metabolic Process (GO:0006631)","3/122",0.177912669471409,0.272242205634103,0,0,2.10724119435008,3.63807283734877,"ACSL1;ALOX5;LCP1"
"Fatty Acid Biosynthetic Process (GO:0006633)","2/65",0.181084392351371,0.276863312362868,0,0,2.64985203120796,4.52804621787877,"ALOX5;LCP1"
"Golgi To Vacuole Transport (GO:0006896)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"LAPTM5"
"Rac Protein Signal Transduction (GO:0016601)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"AIF1"
"Regulation Of Leukocyte Chemotaxis (GO:0002688)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"LYN"
"Carbohydrate Derivative Catabolic Process (GO:1901136)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"SAMHD1"
"Carboxylic Acid Biosynthetic Process (GO:0046394)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"NAIP"
"Carboxylic Acid Catabolic Process (GO:0046395)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"NPL"
"Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"PTPRC"
"Response To Acidic pH (GO:0010447)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"CTSS"
"Diol Biosynthetic Process (GO:0034312)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"ASAH1"
"Growth Hormone Receptor Signaling Pathway (GO:0060396)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"LYN"
"Intracellular Zinc Ion Homeostasis (GO:0006882)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"SLC39A8"
"Keratan Sulfate Metabolic Process (GO:0042339)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"GNS"
"Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"ACSL1"
"Negative Regulation Of Calcium Ion Transport (GO:0051926)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"LILRB2"
"Neuron Maturation (GO:0042551)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"C1QA"
"Positive Regulation Of Amyloid-Beta Formation (GO:1902004)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"IFNGR1"
"Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"ITGB2"
"Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"TGM2"
"Protein Localization To Centrosome (GO:0071539)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"SNX10"
"Regulation Of Adenylate Cyclase Activity (GO:0045761)","1/17",0.184207102026083,0.276994026459667,0,0,5.20727848101266,8.80912488621878,"GNAI2"
"Response To Reactive Oxygen Species (GO:0000302)","2/66",0.185367046049585,0.278508642499541,0,0,2.6083156779661,4.39610059389874,"NCF1;HMOX1"
"Defense Response To Virus (GO:0051607)","4/189",0.188751930051409,0.28214490567114,0,0,1.80891660891661,3.0160458530704,"PTPRC;RNASE6;SAMHD1;RNASE1"
"Regulation Of Neurogenesis (GO:0050767)","2/67",0.189664104114607,0.28214490567114,0,0,2.56805736636245,4.2693970265223,"B2M;TGM2"
"Negative Regulation Of Cellular Catabolic Process (GO:0031330)","2/67",0.189664104114607,0.28214490567114,0,0,2.56805736636245,4.2693970265223,"IL10RA;TREM2"
"Regulation Of Anatomical Structure Morphogenesis (GO:0022603)","3/127",0.192846567476446,0.28214490567114,0,0,2.02175703500343,3.32752982902192,"ABI3;HMOX1;TNFAIP3"
"Regulation Of Defense Response To Virus (GO:0050688)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"TNFAIP3"
"Regulation Of Epidermal Cell Differentiation (GO:0045604)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"SGPP1"
"Actin Filament Capping (GO:0051693)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"CAPG"
"Regulation Of Nervous System Process (GO:0031644)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"TYMP"
"Barbed-End Actin Filament Capping (GO:0051016)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"CAPG"
"Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"TREM2"
"Regulation Of Protein Deacetylation (GO:0090311)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"SPRED1"
"Cell Junction Maintenance (GO:0034331)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"CSF1R"
"Renal Absorption (GO:0070293)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"SGK1"
"Response To Cholesterol (GO:0070723)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"CCL3"
"Endothelial Cell Proliferation (GO:0001935)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"HMOX1"
"Excitatory Postsynaptic Potential (GO:0060079)","1/18",0.193923282411143,0.28214490567114,0,0,4.90071978158352,8.03861463557546,"ARRB2"
